ETF,Years_Data,Date,Return_CAGR (%),Return_Div (%),Risk_Vol (%),Risk_MaxDD (%),Cost_ExpRatio (%),Liq_Volume (M),Liq_AUM (B),FinBERT_score,FinBERT_date
SCHV,3.0,2026-04-18,13.07,1.97,12.85,-16.22,0.04,1.88,14.82,0.1671,2026-05-03
JIRE,3.0,2026-04-18,12.9,2.96,15.28,-14.91,0.24,0.38,9.89,0.1507,2026-05-03
XLG,3.0,2026-04-18,24.2,0.7,16.91,-20.86,0.2,1.81,9.47,0.2077,2026-05-03
FVD,3.0,2026-04-18,6.12,2.3,11.3,-13.02,0.61,0.84,8.09,0.1385,2026-05-03
FBCG,3.0,2026-04-18,31.55,0.05,22.81,-27.89,0.57,0.45,5.22,0.1227,2026-05-03
SIL,3.0,2026-04-18,47.83,1.11,39.82,-32.91,0.65,1.28,5.13,0.024,2026-05-03
RING,3.0,2026-04-18,48.04,0.78,36.9,-30.11,0.39,0.29,3.2,0.0399,2026-05-03
CORO,,2026-04-18,,,,,,,,0.5485,2026-05-03
CWI,3.0,2026-04-18,14.69,2.98,14.97,-14.3,0.3,0.29,2.34,-0.0994,2026-05-03
SPYX,3.0,2026-04-18,20.14,0.98,15.17,-18.95,0.2,0.11,2.34,-0.0924,2026-05-03
FBT,3.0,2026-04-18,10.08,0.0,20.29,-20.05,0.54,0.04,2.27,0.1729,2026-05-03
FENY,3.0,2026-04-18,9.55,2.31,21.78,-22.59,0.084,1.85,2.04,-0.0187,2026-05-03
PIEQ,,2026-04-18,,,,,,,,0.0,2026-05-03
GARP,3.0,2026-04-20,29.72,0.0,20.5,-23.8,,0.08,,0.0609,2026-04-20
KORU,3.0,2026-04-26,88.57,0.59,85.36,-75.03,1.32,0.18,1.09,0.2103,2026-04-26
SOXS,3.0,2026-04-26,-85.61,8.44,105.59,-99.69,1.0,8.61,0.86,0.1346,2026-04-26
TNA,3.0,2026-04-26,27.91,0.62,63.27,-66.03,1.05,15.26,1.38,-0.3657,2026-04-26
BIZD,3.0,2026-04-26,-3.85,13.05,17.34,-32.04,12.86,1.24,1.46,-0.1065,2026-04-26
