ETF,In_Risk,In_Cost,Out_Return,Out_Liquidity,Out_Diversity,Out_Sentiment
RSPT,0.5815345328019683,0.5625000000000001,0.42525746051076707,0.2666798177657904,,0.39684917525433794
IYR,0.34236324979195143,0.5375,0.42175103335105035,0.5543594219990673,,0.23506074474039454
KRE,0.7621360465462479,0.5,0.5667143951864677,0.6487480721566332,,0.2915089059361935
SLYG,0.5575948364004468,0.25,0.3484129482369819,0.21810907798793902,,0.8860665722845953
SLYV,0.6131742064016521,0.25,0.4335922494800993,0.23007181830310927,,0.8836960458301787
VTHR,0.33154779907805054,0.1375,0.45930730647566664,0.19603884209991418,,0.9755539459388278
EMLP,0.16476025029736793,1.0,0.6030187460975195,0.22687516156177812,,0.7543541961610645
TSLL,1.0,1.0,0.5787875347675541,0.667324029670737,,0.1
IVLU,0.26834638841405234,0.45000000000000007,0.7013134782002921,0.2634599164672621,,0.36395812069930544
HELO,0.10286302395209582,0.6875,0.32540997332122384,0.23024591984744996,,0.8755473611431212
IFRA,0.37180756120550557,0.4375000000000001,0.4947383596422877,0.22862364629738569,,0.655088400882363
NVDL,1.0,1.0,0.55,0.6428124845109655,,0.3224739077470123
MAGS,0.7139958032637126,0.42500000000000004,0.7228409090909091,0.36169547415042264,,0.1
IMTM,0.24424533179578267,0.4375000000000001,0.5516318819115833,0.2382697479067869,,0.25535837750633794
